"Date","Flight ID","Model","Tail Number","Aircraft ID","Category/Class","Approaches","Hold","Landings","FS Night Landings","FS Day Landings","X-Country","Night","IMC","Simulated Instrument","Ground Simulator","Dual Received","CFI","SIC","PIC","Total Flight Time","CFI Time (HH:MM)","SIC Time (HH:MM)","PIC (HH:MM)","Total Flight Time (HH:MM)","Route","Flight Properties","Comments","Hobbs Start","Hobbs End","Engine Start","Engine End","Engine Time","Flight Start","Flight End","Flying Time","Complex","Constant-speed prop","Flaps","Retract","Tailwheel","High Performance","Turbine","Signature State","Date of Signature","CFI Comment","CFI Certificate","CFI Name","CFI Expiration","Distance Flown"
"2017-09-12","4618104","PA28-181, Piper  Archer II","N17AV","4405","ASEL","0","","1","0","0","1.5","","","","","","0.00","0.00","1.50","1.50","","","1:30","1:30","khpn ccc hto sey kmvy","Distance Flown: 80.0","","123.50","124.60","2017-09-18 02:39:00Z","2017-09-18 02:39:00Z","","2017-09-18 02:39:00Z","2017-09-18 02:39:00Z","","","","Yes","","","","","","","","","","","80.00"
